Uix image,Uix image_link,Videotitle link,Videotitle link_link,Todaamatem link,Todaamatem link_link,Timestamp value
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=xWSYK_eq0Xk&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=28,Toda a matemática #39 - Problema do quadrado perdido,https://www.youtube.com/watch?v=xWSYK_eq0Xk&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=28,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:49
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=oPWvYvrlEtU&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=29,Toda a matemática #40 - Macaco no poço,https://www.youtube.com/watch?v=oPWvYvrlEtU&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=29,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:11
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=ylANk8veVN4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=30,Toda a matemática #41 - Problema da alga no lago,https://www.youtube.com/watch?v=ylANk8veVN4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=30,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:50
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=55N9PH1CkUw&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=31,Toda a matemática #42 - Gato comendo rato,https://www.youtube.com/watch?v=55N9PH1CkUw&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=31,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:18
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=_K9FVQUqWkA&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=32,Toda a matemática #43 - Problema do 1 real perdido,https://www.youtube.com/watch?v=_K9FVQUqWkA&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=32,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:07
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=NcN4yo3S48s&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=33,Toda a matemática #44 - Problema do dia da semana,https://www.youtube.com/watch?v=NcN4yo3S48s&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=33,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:59
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=XFjdToFmUx4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=34,Toda a matemática #45 - Googol e Google,https://www.youtube.com/watch?v=XFjdToFmUx4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=34,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:39
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=-Hn5uSeFHR4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=35,Toda a matemática #47 - Raiz de -1 é positivo ou negativo?,https://www.youtube.com/watch?v=-Hn5uSeFHR4&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=35,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,3:33
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=XV660Z5ZP9s&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=36,Toda a matemática #48 - Menos um igual a um,https://www.youtube.com/watch?v=XV660Z5ZP9s&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=36,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,1:56
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=p2uTvDqGKrA&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=37,Toda a matemática #49 - A fórmula que não é de Bhaskara,https://www.youtube.com/watch?v=p2uTvDqGKrA&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=37,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,4:21
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=hH0ZDJutpcY&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=38,Toda a matemática #51 - Logaritmo de número negativo,https://www.youtube.com/watch?v=hH0ZDJutpcY&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=38,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,5:47
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=ZsqJUIaMZZw&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=39,Toda a matemática #52 - Sistema de numeração egípcio,https://www.youtube.com/watch?v=ZsqJUIaMZZw&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=39,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,4:16
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=zkJQz1voa84&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=40,Toda a matemática #53 - Conjectura de Toeplitz,https://www.youtube.com/watch?v=zkJQz1voa84&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=40,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:46
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=zHIcJXZ22zc&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=41,Toda a matemática # 54 - História do pi,https://www.youtube.com/watch?v=zHIcJXZ22zc&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=41,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,10:20
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=SF5isp74SiM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=42,Toda a matemática #55 - Uma soma com figuras,https://www.youtube.com/watch?v=SF5isp74SiM&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=42,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:21
https://s.ytimg.com/yts/img/pixel-vfl3z5WfW.gif,https://www.youtube.com/watch?v=6YoxxNVSCOc&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=43,Toda a matemática #57 - Problema da bola na caixa,https://www.youtube.com/watch?v=6YoxxNVSCOc&list=PLbVzJTKmXUiZct2sF5ALi1Apjr_la3hmm&index=43,Toda a Matemática,https://www.youtube.com/user/cursogustavoviegas,2:57
